protein,IHD,CM,ARR,VD,CHD,CCD,VOO,OTH
UniRef90_O35413,0.029378987,0.036122435,0.013537676,0.010187215,0.03743479,0.00522968,0,0.036864244
UniRef90_Q15582,0.040958706,0.02272085,0,0.018883289,0,0,0.017554142,0
UniRef90_P30043,0.01897279,0.016785412,0.01977489,0.01320893,0,0.021457068,0,0.016016768
UniRef90_Q5M7T5,0.044094405,0.02947038,0.032358366,0.034348458,0.033083441,0.012028652,0.030659818,0.027882916
UniRef90_F2Z5N9,0.026570609,0.024765855,0.023744475,0.013199978,0.026043644,0.010485819,0,0.020473498
UniRef90_E9Q8B3,0.004548776,0.004681844,0,0,0.004993152,0,0,0
UniRef90_F1RK01,0.02087105,0,0,0,0,0,0,0.00482106
UniRef90_P0DMV8,0.045423476,0.04390141,0.028690814,0.021825982,0.004928867,0,0.008677271,0.033160243
UniRef90_D3ZE15,0.034479589,0.03570469,0.007658868,0,0,0,0,0.014450869
UniRef90_Q9UBG0,0.011758919,0.004681821,0,0,0,0,0,0.004821461
UniRef90_E9PRJ3,0.033779782,0.027589008,0.004830546,0.005102853,0.007902647,0,0,0.01526653
UniRef90_P14406,0.020577762,0.026325547,0,0,0,0,0,0.022939295
UniRef90_A0A2K6NHT5,0.009097804,0.010871591,0,0,0,0,0,0.01353703
UniRef90_P51687,0,0,0,0,0.007914033,0.008317193,0,0
UniRef90_P05765,0.020863661,0.007420365,0.004837391,0,0,0,0,0.007641582
UniRef90_B0BNI5,0,0.00742063,0.004837641,0,0.004993139,0,0,0
UniRef90_Q80X85,0.007209712,0,0,0,0.00791409,0,0,0
UniRef90_F1RYZ1,0.033779782,0.027589008,0.004830546,0.005102853,0.007902647,0,0,0.01526653
UniRef90_A0A0G2KAW4,0.007209446,0.014844061,0,0.011866331,0,0,0,0.004821299
UniRef90_P02786,0.033462667,0.036113211,0.033092193,0.026916912,0.029176587,0.024867381,0.018314189,0.035128712
UniRef90_A2ARJ0,0.009096791,0,0.016738467,0.01321051,0.015829046,0.014732412,0.005545008,0.016679607
UniRef90_L5MC28,0.018597099,0.018729102,0.011230587,0.014346263,0.014979143,0,0,0.023676411
UniRef90_F1SK15,0.004548753,0.007420611,0,0,0.004993127,0,0,0.007641958
UniRef90_O75531,0.031791508,0.035198747,0.031882981,0.020357219,0.035751909,0.026855723,0.016557919,0.033486321
UniRef90_Q9WVB0,0.020868211,0.016195674,0.012501994,0,0.00998277,0,0,0.027534546
UniRef90_Q8BJ03,0,0.024427286,0,0.021327346,0.015824303,0,0,0
UniRef90_E9PLC6,0.011754843,0.025907764,0.007664509,0.005108259,0.004991098,0.008313847,0,0.022680546
UniRef90_P04906,0.037239884,0.038057109,0.019661386,0.024474862,0.028382101,0,0.011019206,0.035907947
UniRef90_A8MXK4,0.027623069,0.009362518,0.013580402,0,0,0,0,0
UniRef90_H3BPC6,0.020295478,0.020576054,0.014512896,0,0.014015738,0.005246218,0,0.009641417
UniRef90_E9QAD0,0,0,0,0,0,0,0,0.007642006
UniRef90_Q9JKF7,0,0,0.01358163,0,0.014981312,0.014733616,0,0
UniRef90_K7ESA0,0.015737621,0.01555654,0.007667005,0.005109923,0,0.008316555,0,0.01246367
UniRef90_Q8VBV7,0,0.023205904,0,0,0,0,0,0.023900716
UniRef90_A0A2I3TW22,0.007209622,0.010871537,0,0,0,0,0,0.011195518
UniRef90_G3UZ94,0.004545166,0.033064292,0.004833814,0.014337024,0.024760101,0,0.008783469,0.016007312
UniRef90_J3QL02,0.010562603,0.00468175,0,0.005110258,0.007914116,0,0,0.007641843
UniRef90_Q99MD9,0.007209504,0,0,0.008099687,0.004992999,0,0.008790175,0.011195755
UniRef90_P46379,0.041756778,0.039961474,0.029578314,0.029457899,0.031383994,0.022053745,0.026991957,0.038478708
UniRef90_P42893,0.027013572,0.027474176,0,0.010213111,0.023197273,0,0.011084183,0.023182966
UniRef90_Q9D7N6,0.016835632,0.007420445,0,0,0.007913887,0,0,0
UniRef90_F6Q0R2,0,0,0,0,0,0,0,0.011195655
UniRef90_P42225,0.070949369,0.070285449,0.034584563,0.031287133,0.04206327,0.024167288,0.027375653,0.048112723
UniRef90_A0A1C7CYX9,0,0.017328354,0,0.014347777,0,0,0,0.007641658
UniRef90_A0A5G2R875,0.019331623,0.014842104,0.007666969,0,0,0.008316515,0,0
UniRef90_G3V5Q5,0.007209707,0,0.007667644,0,0,0,0,0
UniRef90_Q9Z160,0.016310886,0,0,0,0,0,0,0
UniRef90_S9XX13,0,0,0,0,0.012908609,0,0,0
UniRef90_Q16512,0.044973939,0.046723853,0.036723287,0.011660531,0.01555626,0.02016148,0.005448859,0.04850228
UniRef90_Q13310,0.018972859,0.021190018,0.013580558,0,0.00499245,0,0,0.011194105
UniRef90_A0A0R4J8D7,0.004548792,0,0,0,0,0,0,0
UniRef90_A0A5S6GGN8,0,0.00742046,0,0.00809973,0.007913904,0,0.008790221,0.007641802
UniRef90_E5RI05,0.056618648,0.056477812,0.027215494,0.03550338,0.032442899,0.023433676,0.037626398,0.042629888
UniRef90_Q8C1B1,0.016310095,0,0,0,0,0,0,0
UniRef90_P24090,0.043042633,0.031132279,0.004779718,0.039386607,0.02096713,0,0.037101081,0.031259692
UniRef90_Q60953,0.028179271,0.03468854,0.017690812,0.049324201,0.020175502,0.016438429,0.023338262,0.034871747
UniRef90_H3BBK5,0.004548792,0,0,0,0,0,0,0
UniRef90_A0A4X1WCR2,0.014421438,0.010871028,0,0,0,0,0,0.01119535
UniRef90_P11802,0.041739637,0.036015667,0.02697835,0.014217816,0.037267427,0.014600416,0.023368611,0.042169558
UniRef90_E9Q455,0.019306685,0.044985008,0.026013824,0.044063567,0.039778753,0.020637109,0.010885523,0.039099941
UniRef90_P32577,0.020296216,0.020890011,0.00483605,0.005108668,0.01290497,0,0,0.020494578
UniRef90_F8VWS0,0.025978237,0.021478185,0.018420967,0.013205781,0.011589066,0.008313099,0,0.007638308
UniRef90_Q9Z2L6,0.007209742,0,0,0,0,0,0,0
UniRef90_F1RHM3,0.034720784,0.051923033,0.094394352,0.029693882,0.036600761,0.092023486,0.023384816,0.052457326
UniRef90_A0A480YLE4,0.022329582,0.020882117,0.023288928,0.019451907,0.014970822,0.01217767,0,0.024756403
UniRef90_A0A2Y9NQ18,0.004548764,0,0,0,0.009986646,0,0,0
UniRef90_I3LRQ5,0.009097691,0.0108716,0,0,0,0,0,0
UniRef90_Q6P2K6,0,0,0,0,0.007914111,0,0,0
UniRef90_A0A452E3X0,0.015114298,0,0.004837516,0,0,0,0,0
UniRef90_P13286,0,0.014843735,0,0,0.015828992,0,0,0.01353718
UniRef90_Q01484,0.030778751,0.040315682,0.058630427,0.038822091,0.047003757,0.058495735,0.031677063,0.041542902
UniRef90_K7EJX5,0.014420927,0.017829337,0.004837068,0,0.004992549,0.005246745,0,0.018842867
UniRef90_A0A0U1RQP7,0.010561391,0.018297683,0,0,0.004992718,0,0,0.016683215
UniRef90_A5PF10,0.013647247,0,0,0,0,0,0,0
UniRef90_P20417,0.022112516,0.023219874,0,0,0.027137493,0,0,0.019287676
UniRef90_F1SB42,0.02530584,0.027841359,0.016728691,0.011855708,0.007905826,0.008308821,0.011083256,0.02319428
UniRef90_S4R3U1,0.014419737,0.014841992,0.018425266,0,0.007912694,0.016639455,0,0.004820626
UniRef90_P14460,0.043839228,0.028926809,0.034056792,0.028249456,0.027843803,0.029943594,0.005492755,0.027441019
UniRef90_A2A816,0.018202453,0.01678748,0,0.015330661,0.007912857,0,0.016640706,0
UniRef90_P10711,0.010562568,0,0,0,0,0,0,0
UniRef90_C9J8R8,0.00454821,0.029625738,0.011232009,0,0,0,0,0
UniRef90_Q9UQ13,0,0.02844487,0,0.032831021,0.062104222,0,0.020107488,0.023403651
UniRef90_Q8R5A0,0,0.004681188,0.021585096,0.022453938,0.011592755,0,0,0
UniRef90_E9PDE4,0.046912404,0.043685815,0.04384952,0.03480981,0.041884459,0.035870504,0.021900198,0.041130653
UniRef90_Q0VDG4,0,0.01210291,0,0,0,0,0,0.012464013
UniRef90_Q9H0F7,0.004548657,0.009363921,0,0,0.011595205,0,0,0.007641796
UniRef90_H7BYX9,0.047760229,0.040595158,0.055413937,0.039052798,0.037561957,0.03386087,0.03574041,0.039445358
UniRef90_K7EIQ7,0.012770733,0.004681823,0,0,0,0,0,0
UniRef90_Q8IV96,0.011756923,0.019146395,0.009674059,0.010219872,0.012907236,0,0,0.018364406
UniRef90_A0A2K6G8E8,0.007209712,0,0,0,0.00791409,0,0,0
UniRef90_Q8C8R3-6,0.019149672,0.028928839,0.038298029,0.027382148,0.033329939,0.03775494,0.019704011,0.029819782
UniRef90_A0A087X225,0.010560127,0.018294375,0,0.008098262,0.023486261,0,0.005544658,0.017845589
UniRef90_P32261,0.055537111,0.037157116,0.042506757,0.042791486,0.040808032,0.024574701,0.03887124,0.035427724
UniRef90_A0A2I3H5X9,0.010555347,0.004678758,0,0.005106992,0.00498986,0,0,0.036613637
UniRef90_F1MAQ7,0.043383498,0.0517344,0.049998272,0.046699218,0.048904528,0.049814191,0.027761333,0.047610179
UniRef90_P14923,0.046952011,0.059467131,0.047088705,0.027989923,0.060265063,0.038612768,0,0.046493794
UniRef90_H0YMF9,0.004548792,0,0,0,0,0,0,0
UniRef90_H3BUZ9,0.118353732,0.054733479,0.039949431,0.04400771,0.043139829,0.038716995,0.035635133,0.085791668
UniRef90_Q3TX55,0.010562273,0.007420623,0,0,0,0,0,0
UniRef90_O70209,0,0.029064463,0.016723256,0.022457906,0.021927465,0.010483794,0,0.028426319
UniRef90_F1RQH2,0,0,0,0,0.004993166,0,0,0
UniRef90_Q9JHW4,0,0,0,0,0,0,0,0.021507255
UniRef90_D6RDU9,0,0.028005236,0,0,0,0,0,0.004821052
UniRef90_E9PE82,0.010562411,0.012103704,0.004837394,0.005110087,0,0.005247098,0,0.011196027
UniRef90_Q80TR8,0,0,0,0,0.004993166,0,0,0
UniRef90_Q60823,0.041175641,0.040951988,0.01876013,0.011770894,0.025024596,0,0,0.040590802
UniRef90_Q6UAQ8,0.012769919,0.021756762,0,0,0,0,0,0.01668233
UniRef90_D3ZFF4,0.009097324,0.009363511,0,0.008099369,0.015831925,0,0,0.012464282
UniRef90_Q3U1V6,0.00454845,0.007420234,0.004837306,0.005109994,0.021219749,0,0,0.011194877
UniRef90_P18583,0.04339622,0.051745865,0.049994892,0.046696061,0.048901223,0.049810824,0.027759456,0.047625318
UniRef90_Q6PCU9,0,0.007420662,0,0,0,0,0,0
UniRef90_A0A250YFX0,0.01573925,0.009363508,0,0,0.014018758,0,0,0.012464277
UniRef90_M3XAF5,0.004548664,0.009363712,0,0.008099736,0.007913909,0,0.008790228,0
UniRef90_P55264,0.025596881,0.019896302,0.007664205,0,0.0049909,0,0,0.019286176
UniRef90_A2RV79,0,0,0.016738447,0,0,0,0,0
UniRef90_K7EM18,0.009097918,0.004681822,0,0,0,0,0,0.004821463
UniRef90_A0A2I3HSW7,0.007208985,0.020578206,0,0,0.00499257,0,0,0.014465776
UniRef90_Q562A2,0.009097664,0,0.00967561,0,0,0,0,0.009643168
UniRef90_P15559,0.037260517,0.038854269,0.033089184,0.018743654,0.026890245,0.008240099,0,0.0453196
UniRef90_Q6DKK2,0,0.00468186,0,0,0,0,0,0
UniRef90_A0A2I3G8V0,0.016832794,0.025755915,0.013578884,0,0.018474323,0.012181526,0,0.011191882
UniRef90_P42766,0.019326396,0.004681748,0,0,0,0,0,0
UniRef90_Q8R1F5,0.009097647,0.013144941,0,0,0,0,0,0
UniRef90_Q8BHC4,0.009097737,0.009363909,0,0,0,0,0,0
UniRef90_C9J931,0.02271542,0.034822695,0.034609357,0.019423567,0.014945961,0,0.005532793,0.030468711
UniRef90_F6T0A8,0.009097602,0.007420512,0,0.005110267,0.011594166,0,0,0.009643102
UniRef90_H0Y798,0.017776768,0.013144806,0.012505965,0,0.004992734,0,0,0.007641356
UniRef90_Q8NB90,0.017705965,0.017760103,0.040112149,0.005089004,0,0,0,0.014407521
UniRef90_Q96JB2,0,0.009364286,0,0,0,0,0,0
UniRef90_K7GQB8,0.075755731,0.063104695,0.043781623,0.036959202,0.04747495,0.036821029,0.029453553,0.063834588
UniRef90_P63085,0.079465932,0.089954997,0.036954938,0.04783017,0.056583952,0.028515088,0.040215427,0.079425186
UniRef90_Q9CXW7,0.024999165,0.007419907,0.011232284,0,0,0,0,0
UniRef90_Q64345,0.014420914,0.022023033,0,0,0,0,0,0.004820899
UniRef90_P15056,0.017440244,0.037361495,0.032988205,0.042401171,0.052555028,0.016328425,0.020163419,0.026501964
UniRef90_A0A3Q0E909,0.01777644,0.022027804,0.007665793,0.008098199,0,0,0,0.016681455
UniRef90_B7ZCQ3,0.004548771,0.007420757,0,0,0,0,0,0
UniRef90_F1SEB5,0.011758825,0.007420293,0.007667296,0.008099547,0,0,0,0.014467292
UniRef90_Q6UWP7,0.016833106,0.020888863,0,0.016199656,0.021594675,0,0,0.012461625
UniRef90_Q56AP7,0.012769935,0.013143609,0,0.005110018,0.017907136,0,0,0
UniRef90_Q99729,0.013647136,0.004681165,0,0.016984201,0.009985223,0,0.011093491,0.009641881
UniRef90_P14477,0.042031703,0.021101889,0.030669564,0.008064481,0.007879463,0,0,0.013478744
UniRef90_Q7L099-4,0,0,0,0,0,0,0,0.007642006
UniRef90_F1RQC8,0.004548772,0,0.004837649,0,0.004993148,0,0,0
UniRef90_C9JLI6,0,0,0,0,0.007914111,0,0,0
UniRef90_P14270-4,0.026457504,0.029855736,0.021889178,0.005104177,0.00997491,0.005241029,0.005539093,0.026347429
UniRef90_Q9UEU0,0.007209459,0,0,0.011866352,0,0,0.012878913,0
UniRef90_E9PPC9,0.004548792,0,0,0,0,0,0,0
UniRef90_Q9Z204-2,0.004548763,0,0,0,0.007914252,0,0,0
UniRef90_Q06033,0.015114165,0,0.007667379,0.005110171,0,0,0,0.007641712
UniRef90_J3KQ32,0.004548712,0,0,0,0,0,0,0.016681763
UniRef90_H0YBW4,0.010562498,0.007420574,0,0,0,0,0,0.007641919
UniRef90_E9PKC5,0.018203143,0.020895469,0,0,0,0,0,0.009641734
UniRef90_A0A0G2K943,0.019328403,0,0.004837448,0,0.004992941,0.005247157,0,0
UniRef90_Q9Y2D0,0.029624551,0.032170924,0.020513501,0.026426708,0.023977429,0.019936302,0.005531111,0.028273434
UniRef90_A0A287BNN8,0.004548792,0,0,0,0,0,0,0
UniRef90_A0A4X1U1D1,0.014419806,0.01830008,0.014515319,0.011865551,0.011592117,0,0,0.016019027
UniRef90_E2RCF2,0.007187204,0.004667154,0,0.041594036,0.040181466,0,0,0.004806357
UniRef90_B5DF57,0.00454872,0.004681787,0.009676227,0,0,0,0,0
UniRef90_O00712,0,0.004681738,0,0.008099752,0.012908955,0,0,0
UniRef90_F1S3G5,0.037410632,0.037995475,0,0.014302928,0.013973824,0,0.005527386,0.023377601
UniRef90_P0C1X8,0.004548675,0.013144198,0,0,0.009986449,0,0,0.013536402
UniRef90_Q9DCD0,0.035454841,0.039753935,0.004809496,0.016883101,0.037298209,0,0.017485151,0.027929517
UniRef90_H7C0W6,0.007209574,0.007420492,0.009675884,0,0,0,0,0.012463895
UniRef90_A0A286ZYS8,0,0.017328607,0,0.017683859,0.011593752,0,0,0.009642613
UniRef90_W5P6N8,0.007209716,0,0,0,0,0,0,0.007641986
UniRef90_P13693,0.031749045,0.026980522,0.007656048,0.013192058,0.02564145,0.005239298,0,0.026812258
UniRef90_I3LJK4,0,0,0,0,0.004993166,0,0,0
UniRef90_Q9BQ52,0,0.036242657,0,0.03977254,0,0,0,0.016647892
UniRef90_A0A2I3HRN3,0.007209618,0.010871186,0,0,0.007913986,0,0,0.011195512
UniRef90_Q9Y276,0,0.037212458,0.004834867,0,0.01582084,0,0,0
UniRef90_A0A1U7R5R9,0,0,0.004837665,0,0,0,0,0
UniRef90_Q9JL56,0.017324053,0.019141536,0,0,0,0,0,0.009642717
UniRef90_D6RF25,0.025028825,0.004680587,0,0,0.00791198,0,0,0.014463579
UniRef90_O43325,0.004548328,0.007420035,0,0,0.027907291,0,0,0.00482101
UniRef90_P09497,0.009097764,0.004681842,0,0,0,0,0,0
UniRef90_D6RGV5,0.016307565,0.021757611,0,0,0,0,0,0.018362486
UniRef90_D6RAW4,0.015733462,0.026189844,0,0,0.014013238,0,0,0.025853553
UniRef90_Q02487,0.019848423,0.048347739,0.032987235,0.027036735,0.049696486,0.029688266,0.008595328,0.033996971
UniRef90_P48059-3,0.01573925,0.009363508,0,0,0.014018758,0,0,0.012464277
UniRef90_H0YMV8,0,0,0,0,0.007914111,0,0,0
UniRef90_P54797,0.023861354,0.022481734,0.029369182,0.016939278,0.032286052,0.02187736,0,0.026950787
UniRef90_O00299,0.033972286,0.035081752,0.031905992,0.034640569,0.019929254,0,0.005530819,0.025637603
UniRef90_Q811U3,0.007209716,0.004681838,0,0,0.004993146,0,0,0
UniRef90_F1STD8,0,0,0,0,0,0,0,0.007642006
UniRef90_H7C320,0.004548764,0,0,0,0.009986646,0,0,0
UniRef90_A0A286ZND5,0.036289589,0.03171621,0.009657759,0,0.004983694,0,0,0.018331884
UniRef90_O94874,0.018598727,0.024398456,0.013580824,0,0.011592976,0,0,0
UniRef90_P62266,0.025943715,0.009363315,0,0,0,0,0,0
UniRef90_Q9BZ29-6,0.011758957,0,0,0,0,0,0,0
UniRef90_P97546-3,0,0.00742075,0.004837642,0,0,0,0,0
UniRef90_B7Z8W3,0.011756838,0.023432298,0.012503749,0.010218572,0.018482229,0,0,0.014463017
UniRef90_Q4JIJ3,0.035454253,0.032968038,0.029155116,0.02076255,0.043199619,0.027839081,0.005506776,0.018236425
UniRef90_F6RBS7,0.004548751,0.013144419,0,0,0,0,0,0
UniRef90_P22059,0.020587131,0.013144389,0.007666979,0,0,0,0,0.007641314
UniRef90_I3LNH4,0.004548721,0,0,0.005110299,0.011594738,0,0,0
UniRef90_K7N7E7,0.004548792,0,0,0,0,0,0,0
UniRef90_Q9UMS4,0.013647247,0,0,0,0,0,0,0
UniRef90_O15305,0,0.020244609,0,0.013209564,0.022596016,0,0,0.018360493
UniRef90_Q920A5,0.033427877,0.031732694,0.023497962,0.016943824,0.013985317,0.012156556,0,0.02147558
UniRef90_A0A2I3HFJ4,0.007209821,0.00468184,0,0,0,0,0,0
UniRef90_A0A0J9YVQ7,0.020578604,0.022983918,0,0.005108776,0.020416546,0,0,0.023672678
UniRef90_P49368,0.017766391,0.019888209,0.02724119,0,0,0.014729408,0,0.018834936
UniRef90_E7EN40,0,0.016198046,0,0,0,0,0,0.016681533
UniRef90_Q9BPZ7,0.023169586,0.016787915,0,0.008097987,0.007912201,0,0,0.013534746
UniRef90_H0YH96,0.004548651,0,0,0.005110221,0,0,0,0.016683102
UniRef90_P61006,0.044828486,0.04876919,0.021628646,0.016767802,0.018780453,0.01721609,0.01736921,0.035984438
UniRef90_A0A087WPJ5,0.035379037,0.039811932,0.030756489,0.028242651,0.034016202,0.024746593,0.019714087,0.037968392
UniRef90_Q13451,0.019667823,0.019896642,0.016070989,0.011865093,0.007912172,0,0,0.015284824
UniRef90_P79432,0.029331918,0.024020979,0.015316896,0.005102402,0.024507281,0.005239206,0.011075727,0.02912828
UniRef90_E1BQ18,0,0.009363947,0,0,0,0,0,0
UniRef90_C9JN83,0,0.023798489,0.034646126,0.016177328,0.034489878,0.036107568,0,0
UniRef90_H0Y5Q7,0,0.009363927,0,0,0.004993144,0,0,0
UniRef90_Q9CZQ8,0,0,0,0,0.004993166,0,0,0
UniRef90_Q8QZZ7,0,0,0,0,0.007914111,0,0,0
UniRef90_A0A3Q1MGW7,0.025383232,0.034603013,0.020876904,0,0.036568126,0.019943707,0,0.020451952
UniRef90_O55102,0.019666426,0.019893802,0,0,0,0,0,0
UniRef90_Q8IUD2,0.021128982,0.007420411,0,0,0.004992993,0,0,0
UniRef90_U3KQC1,0,0,0.007667522,0.008099786,0.011594665,0,0,0
UniRef90_Q9JI39,0.010562242,0.01087132,0,0,0,0,0,0.017844139
UniRef90_F1RL80,0.00720662,0.014836112,0,0,0.007910696,0,0,0.032345409
UniRef90_Q3KR94,0.03521685,0.019857405,0.019743695,0.027908175,0.017238859,0.008297245,0.011066946,0.022079635
UniRef90_J3KSI8,0.007209712,0,0,0,0.00791409,0,0,0
UniRef90_Q9NXR7,0.034619627,0.020477944,0.045790543,0.024735908,0.02953747,0.022958684,0.017504532,0.029376099
UniRef90_K7GM93,0.004548792,0,0,0,0,0,0,0
UniRef90_D3ZNY3,0.004548784,0,0,0,0,0,0,0.004821494
UniRef90_M0R2Z3,0,0,0,0,0,0,0,0.004821501
UniRef90_O60716,0.022535237,0.016191499,0.020558401,0.017672924,0.033026287,0,0,0.015279363
UniRef90_Q16822,0,0.017327634,0,0.011865773,0.011593386,0,0,0.022396584
UniRef90_H0WRJ1,0.004548762,0.007420744,0,0,0,0,0,0.004821471
UniRef90_Q5S6V2,0.029621462,0.033584324,0.020129744,0.019409868,0.021165739,0.005229989,0.019144582,0.029838342
UniRef90_Q3TG17,0.010562444,0.013144898,0.009675233,0.011866894,0,0,0,0
UniRef90_A0A286XMU0,0.004548774,0,0,0,0.0079141,0,0,0
UniRef90_O70377,0.01056206,0.012103247,0,0,0.014019663,0,0,0.009643053
UniRef90_H0YJ07,0,0.007420636,0,0,0,0,0,0.007641983
UniRef90_K7GS29,0.033614333,0.029357017,0.011213206,0,0.013993329,0,0,0.021486873
UniRef90_Q811X6,0.017703293,0.04068813,0.033937519,0.011815973,0.02888602,0.019919827,0.005521496,0.021433076
UniRef90_H0Y684,0,0,0.007667579,0.005110305,0.007914188,0,0,0.004821433
UniRef90_Q9D0F9,0.014419554,0.020891936,0.004836729,0.005109386,0.01159302,0.005246377,0,0.018841547
UniRef90_V8NL10,0.019322536,0.013138538,0.027620766,0.005107496,0.007909668,0.029023979,0,0.01119012
UniRef90_C9J4S4,0.00909792,0.007420616,0,0,0,0,0,0
UniRef90_A0A4X1TTE6,0.016837004,0.012103728,0,0,0,0,0,0
UniRef90_Q05469,0.031149462,0.03080409,0.029044841,0,0.029952724,0.010474603,0,0.023876132
UniRef90_O60662,0.024697857,0.018732723,0,0.011864731,0.007912731,0,0,0.015283949
UniRef90_Q13362-5,0.004548697,0.004681763,0,0,0.0140195,0,0,0
UniRef90_Q99K67,0.014416503,0.010867654,0.01357742,0,0.007911163,0,0,0.029322389
UniRef90_Q9Z1M4,0.00720972,0.007420643,0,0,0,0,0,0
UniRef90_Q3UBX0,0,0.016198334,0,0,0,0,0,0
UniRef90_F8W888,0.018197794,0.022284713,0.014510713,0.013206201,0.016582277,0.01049103,0,0.022408991
UniRef90_Q86YB7,0.034874507,0.03568328,0,0,0,0,0,0
UniRef90_P35052,0.016827243,0.025727218,0.019775306,0,0.021934372,0,0,0.030269963
UniRef90_P10909,0.068627158,0.061211846,0.034174289,0.033563941,0.040895034,0.018193412,0.027803431,0.045163325
UniRef90_Q3UZ39-2,0.025959734,0.017325924,0.009673284,0,0.016587895,0.010493046,0,0.00964085
UniRef90_Q9H9S4,0,0,0,0,0.012907992,0,0,0
UniRef90_B1PHQ9,0.033185253,0.035912063,0.013545256,0.011832221,0.011560417,0,0,0.033032636
UniRef90_A0A287AEF8,0,0,0,0.005110075,0.017908287,0,0,0
UniRef90_A0A1W2PNM1,0.017314326,0.024944615,0,0.025353526,0,0,0,0.024758033
UniRef90_P17751,0.031927883,0.027225836,0.023002521,0.00808746,0.011576522,0,0.008776905,0.02366089
UniRef90_P39019,0.024379807,0.013144136,0,0,0.014017792,0,0,0
UniRef90_P55769,0,0.009363947,0,0,0,0,0,0
UniRef90_Q4V8F9,0.004548676,0.010871701,0.004837547,0.005110249,0.007914101,0,0,0.00482138
UniRef90_A0A673UBK1,0,0,0,0.005110361,0.004993152,0,0,0
UniRef90_Q9Y5L0,0.010561866,0,0.015336659,0.016201647,0,0,0,0
UniRef90_P97531,0.02811484,0.014833705,0.011224813,0,0.033193499,0.012176338,0,0.016008726
UniRef90_Q5DTJ9,0.009073492,0.035618114,0.024167684,0.030017967,0.011564049,0,0,0.028514234
UniRef90_M3YF55,0.021118479,0,0,0.028098974,0.016582159,0,0.029568468,0.012457562
UniRef90_Q5SSJ5,0,0,0,0,0.009986659,0,0,0
UniRef90_F8WF71,0.028961158,0.024025334,0.004835445,0,0.014013988,0.005244984,0,0.024334806
UniRef90_F1SNW4,0.02386266,0.039952872,0.024248934,0.039382578,0.025638734,0.02034885,0.010990785,0.034117672
UniRef90_A0A2I3HAV6,0.009094084,0.029981676,0.004835592,0,0.015824571,0.005245143,0,0.030678669
UniRef90_F1M5N4,0.015722495,0.029587791,0.01449689,0.016958697,0.033857231,0,0,0.028660125
UniRef90_A0A0G2JF25,0,0.02875489,0,0.030867484,0.009979263,0.005243486,0,0.011187793
UniRef90_A0A087WUY5,0,0,0,0.005110372,0,0,0,0
UniRef90_Q4KMP7,0.00720972,0.007420643,0,0,0,0,0,0
UniRef90_C9J0E9,0,0.00468186,0,0,0,0,0,0
UniRef90_A0A4X1SJ27,0.032453667,0.033764497,0.028396456,0.014283495,0.02218335,0.005223175,0,0.039789931
UniRef90_Q9UKT5-2,0.007209742,0,0,0,0,0,0,0
UniRef90_Q91YM2,0.007209742,0,0,0,0,0,0,0
UniRef90_Q6ZWV7,0.023705436,0.007420309,0,0,0,0,0,0
UniRef90_O95674,0,0,0.016737954,0,0.01583055,0,0,0.007641626
UniRef90_Q5R5K0,0.021389625,0.004681521,0,0,0.004992808,0,0,0.012464294
UniRef90_F1RZL4,0.018599993,0.013144205,0.007666872,0,0.012907422,0,0,0.01119524
UniRef90_Q99KG3,0,0.014795246,0,0,0.045947682,0,0,0.021446657
UniRef90_Q8TEQ8,0,0,0.004837647,0,0.004993146,0,0,0.004821479
UniRef90_O08553,0.012770107,0.020242816,0,0.01697806,0,0,0,0.009642358
UniRef90_E9Q512,0.009097625,0,0,0.014348182,0,0,0,0
UniRef90_Q9CQR2,0.020863661,0.007420365,0.004837391,0,0,0,0,0.007641582
UniRef90_B8ZZ54,0,0.004681849,0.004837658,0,0,0,0,0
UniRef90_Q13085,0.027324983,0.034265481,0.023244421,0.016949861,0.02079237,0.018782672,0.015543047,0.028635525
UniRef90_P00346,0.028595397,0.030538095,0.01448954,0.027022806,0.019483737,0.005236987,0.005534821,0.02453589
UniRef90_P55268,0.014419929,0.010870147,0.020923883,0,0.009985576,0.005246514,0,0.009642153
UniRef90_P22692,0.021396938,0.016198991,0.004836932,0,0.007913095,0,0,0.009642305
UniRef90_G3V950,0.004548328,0.007420035,0,0,0.027907291,0,0,0.00482101
UniRef90_O75608,0.01175908,0.009363697,0,0,0.004993021,0,0,0.012464412
UniRef90_P51148,0.010561057,0.019526261,0.019776496,0.005109432,0.009985407,0.021458812,0,0.004820609
